,State,Gender,Specialty,OpioidP,NumGender,NumState,NumSpeciality,StateNumber,StateName,Population,Deaths
6439,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6440,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6441,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6442,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6443,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6444,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6445,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6446,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6447,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6448,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6449,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6450,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6451,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6452,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6453,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6454,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6455,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6456,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6457,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6458,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6459,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6460,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6461,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6462,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6463,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6464,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6465,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6466,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6467,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6468,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6469,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6470,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6471,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6472,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6473,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6474,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6475,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6476,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6477,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6478,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6479,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6480,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6481,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6482,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6483,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6484,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6485,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6486,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6487,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6488,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6489,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6490,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6491,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6492,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6493,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6494,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6495,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6496,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6497,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6498,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6499,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6500,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6501,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6502,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6503,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6504,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6505,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6506,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6507,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6508,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6509,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6510,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6511,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6512,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6513,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6514,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6515,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6516,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6517,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6518,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6519,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6520,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6521,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6522,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6523,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6524,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6525,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6526,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6527,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6528,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6529,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6530,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6531,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6532,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6533,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6534,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6535,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6536,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6537,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6538,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6539,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6540,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6541,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6542,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6543,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6544,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6545,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6546,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6547,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6548,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6549,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6550,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6551,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6552,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6553,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6554,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6555,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6556,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6557,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6558,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6559,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6560,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6561,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6562,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6563,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6564,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6565,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6566,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6567,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6568,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6569,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6570,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6571,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6572,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6573,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6574,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6575,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6576,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6577,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6578,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6579,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6580,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6581,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6582,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6583,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6584,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6585,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6586,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6587,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6588,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6589,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6590,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6591,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6592,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6593,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6594,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6595,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6596,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6597,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6598,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6599,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6600,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6601,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6602,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6603,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6604,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6605,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6606,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6607,GA,M,Pain.Management,1,2,11,3,10,Georgia,9992167,1206
6608,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6609,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6610,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6611,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6612,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6613,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6614,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6615,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6616,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6617,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6618,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6619,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6620,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6621,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6622,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6623,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6624,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6625,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6626,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6627,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6628,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6629,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6630,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6631,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6632,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6633,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6634,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6635,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6636,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6637,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6638,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6639,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6640,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6641,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6642,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6643,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6644,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6645,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6646,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6647,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6648,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6649,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6650,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6651,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6652,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6653,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6654,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6655,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6656,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6657,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6658,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6659,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6660,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6661,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6662,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6663,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6664,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6665,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6666,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6667,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6668,GA,F,General,0,1,11,4,10,Georgia,9992167,1206
6669,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6670,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6671,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6672,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6673,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6674,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6675,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6676,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6677,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6678,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6679,GA,F,other,1,1,11,2,10,Georgia,9992167,1206
6680,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6681,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6682,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6683,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6684,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6685,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6686,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6687,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6688,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6689,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6690,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6691,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6692,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6693,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6694,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6695,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6696,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6697,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6698,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6699,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6700,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6701,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6702,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6703,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6704,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6705,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6706,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6707,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6708,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6709,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6710,GA,M,Surgeon,1,2,11,1,10,Georgia,9992167,1206
6711,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6712,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6713,GA,M,General,1,2,11,4,10,Georgia,9992167,1206
6714,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6715,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6716,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6717,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6718,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6719,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6720,GA,M,General,0,2,11,4,10,Georgia,9992167,1206
6721,GA,F,other,0,1,11,2,10,Georgia,9992167,1206
6722,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6723,GA,M,other,0,2,11,2,10,Georgia,9992167,1206
6724,GA,M,other,1,2,11,2,10,Georgia,9992167,1206
6725,GA,F,General,1,1,11,4,10,Georgia,9992167,1206
6726,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6727,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6728,HI,F,General,0,1,12,4,11,Hawaii,1404054,157
6729,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6730,HI,F,General,1,1,12,4,11,Hawaii,1404054,157
6731,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6732,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6733,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6734,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6735,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6736,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6737,HI,M,Surgeon,1,2,12,1,11,Hawaii,1404054,157
6738,HI,M,General,0,2,12,4,11,Hawaii,1404054,157
6739,HI,F,General,1,1,12,4,11,Hawaii,1404054,157
6740,HI,M,Surgeon,1,2,12,1,11,Hawaii,1404054,157
6741,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6742,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6743,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6744,HI,F,General,0,1,12,4,11,Hawaii,1404054,157
6745,HI,F,General,0,1,12,4,11,Hawaii,1404054,157
6746,HI,M,Surgeon,1,2,12,1,11,Hawaii,1404054,157
6747,HI,F,Surgeon,1,1,12,1,11,Hawaii,1404054,157
6748,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6749,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6750,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6751,HI,M,General,1,2,12,4,11,Hawaii,1404054,157
6752,HI,F,General,0,1,12,4,11,Hawaii,1404054,157
6753,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6754,HI,M,General,0,2,12,4,11,Hawaii,1404054,157
6755,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6756,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6757,HI,M,General,1,2,12,4,11,Hawaii,1404054,157
6758,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6759,HI,F,other,1,1,12,2,11,Hawaii,1404054,157
6760,HI,F,General,1,1,12,4,11,Hawaii,1404054,157
6761,HI,F,General,0,1,12,4,11,Hawaii,1404054,157
6762,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6763,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6764,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6765,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6766,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6767,HI,M,General,0,2,12,4,11,Hawaii,1404054,157
6768,HI,M,General,0,2,12,4,11,Hawaii,1404054,157
6769,HI,F,General,1,1,12,4,11,Hawaii,1404054,157
6770,HI,M,General,1,2,12,4,11,Hawaii,1404054,157
6771,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6772,HI,F,General,0,1,12,4,11,Hawaii,1404054,157
6773,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6774,HI,F,other,1,1,12,2,11,Hawaii,1404054,157
6775,HI,F,General,1,1,12,4,11,Hawaii,1404054,157
6776,HI,M,General,0,2,12,4,11,Hawaii,1404054,157
6777,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6778,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6779,HI,M,Surgeon,1,2,12,1,11,Hawaii,1404054,157
6780,HI,F,other,1,1,12,2,11,Hawaii,1404054,157
6781,HI,M,General,0,2,12,4,11,Hawaii,1404054,157
6782,HI,M,General,0,2,12,4,11,Hawaii,1404054,157
6783,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6784,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6785,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6786,HI,M,General,1,2,12,4,11,Hawaii,1404054,157
6787,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6788,HI,M,General,1,2,12,4,11,Hawaii,1404054,157
6789,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6790,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6791,HI,F,other,1,1,12,2,11,Hawaii,1404054,157
6792,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6793,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6794,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6795,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6796,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6797,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6798,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6799,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6800,HI,F,other,1,1,12,2,11,Hawaii,1404054,157
6801,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6802,HI,F,other,1,1,12,2,11,Hawaii,1404054,157
6803,HI,M,other,1,2,12,2,11,Hawaii,1404054,157
6804,HI,F,other,0,1,12,2,11,Hawaii,1404054,157
6805,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6806,HI,M,Surgeon,1,2,12,1,11,Hawaii,1404054,157
6807,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6808,HI,F,Surgeon,1,1,12,1,11,Hawaii,1404054,157
6809,HI,M,General,0,2,12,4,11,Hawaii,1404054,157
6810,HI,F,other,1,1,12,2,11,Hawaii,1404054,157
6811,HI,M,other,0,2,12,2,11,Hawaii,1404054,157
6812,HI,F,General,1,1,12,4,11,Hawaii,1404054,157
6813,HI,F,other,1,1,12,2,11,Hawaii,1404054,157
6814,HI,F,General,1,1,12,4,11,Hawaii,1404054,157
6815,HI,F,General,0,1,12,4,11,Hawaii,1404054,157
6816,HI,F,other,1,1,12,2,11,Hawaii,1404054,157
6817,IA,M,General,1,2,13,4,15,Iowa,3090416,264
6818,IA,F,General,0,1,13,4,15,Iowa,3090416,264
6819,IA,M,Surgeon,0,2,13,1,15,Iowa,3090416,264
6820,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6821,IA,M,other,1,2,13,2,15,Iowa,3090416,264
6822,IA,M,General,1,2,13,4,15,Iowa,3090416,264
6823,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6824,IA,M,General,0,2,13,4,15,Iowa,3090416,264
6825,IA,M,General,0,2,13,4,15,Iowa,3090416,264
6826,IA,M,General,1,2,13,4,15,Iowa,3090416,264
6827,IA,F,General,0,1,13,4,15,Iowa,3090416,264
6828,IA,M,General,0,2,13,4,15,Iowa,3090416,264
6829,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6830,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6831,IA,M,other,1,2,13,2,15,Iowa,3090416,264
6832,IA,M,General,1,2,13,4,15,Iowa,3090416,264
6833,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6834,IA,M,General,0,2,13,4,15,Iowa,3090416,264
6835,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6836,IA,F,other,0,1,13,2,15,Iowa,3090416,264
6837,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6838,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6839,IA,F,General,0,1,13,4,15,Iowa,3090416,264
6840,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6841,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6842,IA,M,Surgeon,1,2,13,1,15,Iowa,3090416,264
6843,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6844,IA,M,Surgeon,1,2,13,1,15,Iowa,3090416,264
6845,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6846,IA,F,General,0,1,13,4,15,Iowa,3090416,264
6847,IA,M,General,1,2,13,4,15,Iowa,3090416,264
6848,IA,M,other,1,2,13,2,15,Iowa,3090416,264
6849,IA,M,Surgeon,1,2,13,1,15,Iowa,3090416,264
6850,IA,M,General,0,2,13,4,15,Iowa,3090416,264
6851,IA,M,other,1,2,13,2,15,Iowa,3090416,264
6852,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6853,IA,M,other,1,2,13,2,15,Iowa,3090416,264
6854,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6855,IA,F,other,0,1,13,2,15,Iowa,3090416,264
6856,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6857,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6858,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6859,IA,M,General,1,2,13,4,15,Iowa,3090416,264
6860,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6861,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6862,IA,M,other,1,2,13,2,15,Iowa,3090416,264
6863,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6864,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6865,IA,M,General,0,2,13,4,15,Iowa,3090416,264
6866,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6867,IA,F,other,1,1,13,2,15,Iowa,3090416,264
6868,IA,M,other,0,2,13,2,15,Iowa,3090416,264
6869,IA,F,General,1,1,13,4,15,Iowa,3090416,264
6870,IA,M,General,1,2,13,4,15,Iowa,3090416,264
6871,IA,M,General,1,2,13,4,15,Iowa,3090416,264
