"","NPI","Gender","State","Credentials","Specialty","Opioid.Prescriber"
"1515",1073850350,"F","CA","MD","Psychiatry & Neurology",0
"1516",1215048673,"M","GA","M.D.","Dermatology",1
"1517",1700996238,"M","WI","MD","Cardiology",0
"1518",1306982418,"F","FL","MD","Family Practice",1
"1519",1770533259,"M","IL","MD","Family Practice",1
"1520",1821028481,"M","KY","M.D.","Pulmonary Disease",0
"1521",1548225998,"M","PA","DO","Family Practice",1
"1522",1982630935,"M","OR","MD","Psychiatry & Neurology",0
"1523",1972739175,"M","MD","M.D.","Orthopaedic Surgery",1
"1524",1740286954,"M","PA","MD","Internal Medicine",1
"1525",1295811487,"M","MD","DDS","Dentist",1
"1526",1740449545,"M","FL","M.D.","Pulmonary Disease",0
"1527",1972845378,"F","TN","","Student in an Organized Health Care Education/Training Program",0
"1528",1639365687,"M","MO","M.D.","Emergency Medicine",1
"1529",1598962623,"M","NY","MD","Pulmonary Disease",0
"1530",1245433820,"M","FL","MD","Family Practice",1
"1531",1356549760,"F","IL","MD","Psychiatry",0
"1532",1437374030,"F","MI","M.D.","Family Practice",1
"1533",1831178003,"M","OH","M.D.","Cardiology",1
"1534",1780644393,"M","WY","M.D.","Orthopedic Surgery",1
"1535",1225204803,"F","FL","M.D.","Obstetrics/Gynecology",0
"1536",1386639466,"M","MD","M.D.","Otolaryngology",1
"1537",1467418053,"M","TN","M.D.","Neurology",1
"1538",1255426912,"M","ID","O.D.","Optometry",0
"1539",1346230265,"M","FL","M.D.","Orthopedic Surgery",1
"1540",1013125079,"F","IL","M.D.","Ophthalmology",0
"1541",1861550691,"M","OH","M.D.","Rheumatology",1
"1542",1386686400,"M","CA","M.D.","Internal Medicine",1
"1543",1740248665,"F","OH","MD","Obstetrics/Gynecology",0
"1544",1114178779,"M","FL","M.D.","Internal Medicine",0
"1545",1275529307,"F","WA","MD","Obstetrics/Gynecology",0
"1546",1184804486,"F","MD","CRNP","Nurse Practitioner",0
"1547",1588729842,"M","NY","DMD","Dentist",1
"1548",1669402525,"M","WI","M.D.","Emergency Medicine",1
"1549",1912254038,"F","IA","DO","Family Practice",1
"1550",1861683799,"F","WA","","Internal Medicine",1
"1551",1437136645,"M","OH","M.D.","Family Practice",1
"1552",1568495182,"F","CA","M.D.","Internal Medicine",1
"1553",1053692426,"M","NC","PA","Physician Assistant",0
"1554",1285825463,"M","WA","MBBS, MD","Gastroenterology",0
"1555",1841411147,"M","CA","DDS","Dentist",1
"1556",1518907401,"M","NV","MD","Cardiology",1
"1557",1366853145,"M","AL","M.D.","Student in an Organized Health Care Education/Training Program",1
"1558",1124368154,"F","MN","DNP, APRN","Nurse Practitioner",1
"1559",1942584941,"F","MI","PA-C","Physician Assistant",0
"1560",1326083288,"M","TX","MD","Pulmonary Disease",1
"1561",1851366785,"F","TX","MD","Nephrology",1
"1562",1861478364,"F","TX","M.D.","Obstetrics/Gynecology",1
"1563",1699719187,"M","FL","M.D.","Gastroenterology",0
"1564",1053481002,"M","AZ","D.D.S.","Dentist",1
"1565",1285668699,"M","AL","M.D.","Internal Medicine",0
"1566",1356442768,"F","TX","M.D.","Internal Medicine",1
"1567",1164761979,"F","MN","NP-C","Nurse Practitioner",1
"1568",1174612576,"M","TX","MD","Family Practice",0
"1569",1891036075,"M","TX","PA-C","Physician Assistant",1
"1570",1558574954,"M","CA","MD","Internal Medicine",0
"1571",1194776831,"F","KY","MD","Family Practice",1
"1572",1760484216,"M","KY","MD","Internal Medicine",1
"1573",1326180282,"F","NH","A.R.N.P.","Nurse Practitioner",1
"1574",1235317744,"M","CA","DDS","Dentist",1
"1575",1770705311,"M","CA","D.D.S.","Dentist",0
"1576",1457662637,"F","NY","MBBS","Internal Medicine",0
"1577",1487703450,"M","OR","D.O .","Neurology",1
"1578",1992721062,"M","FL","PA","Physician Assistant",0
"1579",1508908187,"M","OR","","Psychiatry",0
"1580",1508801705,"M","GA","M.D.","Nephrology",1
"1581",1912934829,"F","NY","MD","Internal Medicine",0
"1582",1538191507,"M","NC","MD","Neurology",0
"1583",1245243567,"M","CA","M.D.","Pediatric Medicine",0
"1584",1568495265,"F","OR","MD","Internal Medicine",0
"1585",1235283599,"M","GA","DMD","Dentist",1
"1586",1518932227,"M","IL","D.O.","Otolaryngology",1
"1587",1881917342,"F","MO","FNP","Nurse Practitioner",1
"1588",1760444293,"M","TX","O.D.","Optometry",0
"1589",1962479659,"M","GA","M.D.","General Practice",1
"1590",1700032364,"M","CA","","Dentist",0
"1591",1174567671,"M","WV","D.D.S.","Dentist",0
"1592",1306923883,"M","CA","M.D.","Internal Medicine",1
"1593",1720420052,"F","OH","M.D.","Student in an Organized Health Care Education/Training Program",0
"1594",1144220906,"M","LA","M.D.","Internal Medicine",0
"1595",1285635573,"F","NV","M.D.","Internal Medicine",1
"1596",1639229560,"M","LA","M.D.","Specialist",0
"1597",1356321095,"F","NC","M.D.","Family Practice",1
"1598",1740203785,"M","MI","DPM","Podiatry",0
"1599",1003255670,"F","NY","FNP","Nurse Practitioner",1
"1600",1922007111,"M","OH","MD","Internal Medicine",1
"1601",1871826883,"F","MA","PA-C","Physician Assistant",1
"1602",1245203686,"M","NY","MD","Internal Medicine",1
"1603",1700097623,"F","SC","NP","Nurse Practitioner",0
"1604",1558448100,"F","WI","M.D.","Internal Medicine",1
"1605",1154526887,"M","PA","M.D.","Nephrology",0
"1606",1407888654,"M","FL","PA","Physician Assistant",0
"1607",1598100810,"M","CA","DDS","Dentist",0
"1608",1417909458,"M","IN","M.D.","Internal Medicine",1
"1609",1639166499,"F","OK","CNP, APRN, CNS-RX","Nurse Practitioner",1
"1610",1528275237,"M","AZ","DDS","Dentist",1
"1611",1386842557,"F","IL","M.D.","Nephrology",0
"1612",1508855248,"F","MD","M.D.","Dermatology",0
"1613",1700832433,"M","CA","O.D.","Optometry",0
"1614",1144451873,"M","FL","M.D. PH.D","Internal Medicine",0
"1615",1689639486,"M","IA","MD","Dermatology",0
"1616",1629055280,"M","ZZ","MD","Obstetrics/Gynecology",0
"1617",1306897723,"F","PA","MD","Psychiatry",0
"1618",1992996631,"F","MD","","Pulmonary Disease",1
"1619",1841397866,"M","NC","MD","Internal Medicine",1
"1620",1386718013,"M","TX","D.O.","Family Practice",1
"1621",1972711976,"M","CA","D.D.S., M.S.D.","Dentist",0
"1622",1952437501,"F","CA","M.D.","Pediatric Medicine",0
"1623",1972755205,"F","NY","P.A.","Physician Assistant",1
"1624",1699746214,"M","MA","MD","Cardiology",0
"1625",1316940687,"M","CT","M.D.","Orthopedic Surgery",1
"1626",1477562312,"M","TN","MD","Family Practice",0
"1627",1326094194,"M","IL","M.D.","Internal Medicine",1
"1628",1396920658,"F","FL","DPM","Podiatry",1
"1629",1609876903,"M","IN","M.D.","Psychiatry",0
"1630",1093022568,"M","TX","PA-C","Physician Assistant",1
"1631",1326336777,"F","WA","M.D.","Internal Medicine",0
"1632",1700022928,"F","TX","PA","Physician Assistant",1
"1633",1174779862,"M","FL","M.D.","Radiation Oncology",1
"1634",1568784221,"F","FL","ARNP","Nurse Practitioner",0
"1635",1184609570,"M","MA","MD","Family Practice",1
"1636",1790847903,"F","NJ","MB,BS","Pulmonary Disease",0
"1637",1902037286,"M","CO","PA-C","Physician Assistant",1
"1638",1477536217,"M","FL","M.D.","Cardiology",0
"1639",1962728956,"M","WA","MD","Family Practice",0
"1640",1346238227,"M","NH","MD","Dermatology",0
"1641",1235367467,"F","IN","M.D.","Ophthalmology",0
"1642",1174500052,"M","CT","MD","Internal Medicine",1
"1643",1033142641,"F","TX","DPM","Podiatry",1
"1644",1265473706,"M","IL","M.D.","Ophthalmology",1
"1645",1629153713,"F","PA","PA","Physician Assistant",1
"1646",1215994538,"M","MA","MD","General Surgery",0
"1647",1639303118,"F","MA","M.D.","Ophthalmology",0
"1648",1811925951,"M","AL","DPM","Podiatry",1
"1649",1164649802,"F","TX","D.D.S.","Dentist",0
"1650",1659631950,"F","NY","M.D.","Student in an Organized Health Care Education/Training Program",0
"1651",1902048671,"M","IL","MD","Emergency Medicine",1
"1652",1902871478,"M","PA","MD","Internal Medicine",1
"1653",1154322238,"M","MD","MD","Obstetrics/Gynecology",1
"1654",1902948573,"M","NJ","DMD","Dentist",1
"1655",1619316056,"F","OH","CNP","Nurse Practitioner",1
"1656",1710903521,"M","VT","M.D.","Emergency Medicine",1
"1657",1952459638,"M","VA","M.D.","Psychiatry",1
"1658",1093797987,"M","IL","M.D.","Hematology/Oncology",1
"1659",1265476485,"F","CA","PA-C","Physician Assistant",0
"1660",1265453740,"M","NV","P.A.","Physician Assistant",1
"1661",1104853738,"F","ID","FAMILY NURSE PRACTIT","Nurse Practitioner",0
"1662",1568789188,"M","ND","DO","Neurosurgery",0
"1663",1972942308,"M","SC","MD","Family Practice",1
"1664",1003809542,"M","NC","MD","Family Practice",1
"1665",1023379203,"M","NY","MD","Orthopedic Surgery",1
"1666",1831133826,"M","OR","PA-C","Physician Assistant",1
"1667",1790936672,"F","CA","M.D.","Obstetrics/Gynecology",0
"1668",1972777092,"F","OH","D.O.","Student in an Organized Health Care Education/Training Program",0
"1669",1235237504,"M","TX","MD","Ophthalmology",0
"1670",1295716108,"M","CA","MD","General Surgery",1
"1671",1609202928,"F","IN","FNP","Nurse Practitioner",1
"1672",1922055680,"F","CA","MD","Hematology/Oncology",1
"1673",1902245889,"F","AR","M.D","Student in an Organized Health Care Education/Training Program",0
"1674",1861673733,"F","VA","WHNP","Nurse Practitioner",1
"1675",1487752408,"M","KY","DMD","Dentist",0
"1676",1629159546,"M","NM","DDS","Dentist",0
"1677",1841300340,"M","KS","MD","Family Practice",1
"1678",1649297094,"F","OH","MD","Hematology/Oncology",1
"1679",1083776306,"F","NY","MD","Psychiatry",0
"1680",1508073362,"F","NJ","M.D.","Family Practice",1
"1681",1003952169,"F","NY","M.D.","Neuropsychiatry",0
"1682",1356393979,"M","VT","M.D.","Ophthalmology",0
"1683",1598960544,"F","OK","MD","Family Practice",1
"1684",1528282845,"F","TX","D.M.D","Dentist",0
"1685",1760785323,"M","NY","DDS","Dentist",0
"1686",1972589745,"M","RI","M.D.","Ophthalmology",1
"1687",1508807413,"M","VA","MD","General Surgery",0
"1688",1326248774,"M","MS","M.D.","Family Practice",1
"1689",1225138464,"M","TX","MD","Internal Medicine",1
"1690",1356639934,"F","NY","D.O.","Dermatology",0
"1691",1386778199,"M","NJ","MD","Nephrology",0
"1692",1194826784,"M","CO","DDS MS","Dentist",0
"1693",1437330859,"M","NV","DMD","Dentist",1
"1694",1427018621,"F","AL","M.D.","Internal Medicine",1
"1695",1669444642,"M","IL","MD","Gastroenterology",0
"1696",1851454490,"M","PA","MD","Psychiatry & Neurology",0
"1697",1508145178,"M","MD","","Physician Assistant",1
"1698",1073553962,"F","CA","MD","Internal Medicine",0
"1699",1437492782,"F","NY","M.D.","Student in an Organized Health Care Education/Training Program",0
"1700",1548513104,"M","NY","PA","Physician Assistant",1
"1701",1598825002,"M","PA","P.A.C.","Physician Assistant",0
"1702",1184720468,"M","CA","MD","Urology",1
"1703",1164717260,"M","OH","M.D.","Student in an Organized Health Care Education/Training Program",1
"1704",1306074224,"F","NY","M.D.","Student in an Organized Health Care Education/Training Program",0
"1705",1740381524,"F","NY","MD","Internal Medicine",1
"1706",1033197066,"M","NE","DDS","Dentist",0
"1707",1124142443,"F","NE","PA-C","Physician Assistant",1
"1708",1891912259,"M","CA","M.D.","Urology",1
"1709",1528153558,"F","MS","P.A.","Physician Assistant",1
"1710",1336309798,"M","PA","DMD","Dentist",0
"1711",1609986520,"F","NY","MD","Internal Medicine",0
"1712",1255678454,"F","NC","PA-C","Physician Assistant",1
"1713",1306056965,"F","AL","MD","Psychiatry",0
"1714",1205903002,"M","NY","M.D.","Neurology",0
"1715",1487747705,"M","TX","MD","General Practice",1
"1716",1891763355,"M","OH","MD","Internal Medicine",1
"1717",1063730372,"M","KY","M.D.","Urology",1
"1718",1245318138,"F","CA","MD","Family Practice",1
"1719",1326370362,"F","VA","NP","Nurse Practitioner",1
"1720",1306013412,"M","OR","ND","Naturopath",0
"1721",1659412534,"F","MI","MD","Neurology",0
"1722",1245438878,"F","NV","M.D.","Internal Medicine",1
"1723",1316033582,"F","OH","M.D.","Obstetrics/Gynecology",0
"1724",1336147263,"M","TN","M.D.","Hematology/Oncology",1
"1725",1336145176,"M","NJ","MD","Gastroenterology",1
"1726",1609075126,"M","AZ","DMD","Dentist",1
"1727",1578679395,"M","TN","MD","Cardiology",0
"1728",1912236183,"F","IL","ANP-BC","Nurse Practitioner",0
"1729",1114970373,"M","MI","M.D.","Emergency Medicine",1
"1730",1548436264,"F","NC","PA-C","Physician Assistant",1
"1731",1922316082,"F","CA","D.O.","Family Practice",1
"1732",1972869782,"M","CA","M.D.","Student in an Organized Health Care Education/Training Program",1
"1733",1063473429,"M","CA","M.D.","Diagnostic Radiology",1
"1734",1427250703,"F","NJ","MD","Family Practice",0
"1735",1730399270,"M","WA","M.D.","Dermatology",1
"1736",1083786222,"M","MN","DDS","Dentist",1
"1737",1063568152,"F","OR","OD","Optometry",0
"1738",1457686354,"M","CA","PHARM. D.","Pharmacist",0
"1739",1750327748,"F","TN","NP","Nurse Practitioner",0
"1740",1285738849,"M","NY","MD","Allergy/Immunology",0
"1741",1801142526,"F","PA","PA-C","Physician Assistant",1
"1742",1104843069,"F","MD","MD","General Surgery",1
"1743",1821289943,"M","IL","MD","General Surgery",0
"1744",1063476786,"F","FL","M.D.","Family Practice",1
"1745",1598755639,"M","NY","D.D.S","Dentist",0
"1746",1023101649,"F","TX","MD","Emergency Medicine",1
"1747",1851347603,"F","MO","ANP.","Nurse Practitioner",0
"1748",1093941221,"F","CA","MD","Emergency Medicine",1
"1749",1609956598,"M","NY","M.D.","Dermatology",0
"1750",1043425465,"F","OH","M.D.","Internal Medicine",1
"1751",1902973266,"M","CA","MD","Physical Medicine and Rehabilitation",1
"1752",1225070048,"M","NJ","D.M.D","Dentist",0
"1753",1093769002,"M","SC","M.D.","Emergency Medicine",1
"1754",1225053960,"M","MI","PA-C","Physician Assistant",1
"1755",1598863839,"M","HI","M.D.","Obstetrics/Gynecology",0
"1756",1831433135,"F","AZ","NP","Nurse Practitioner",1
"1757",1003992736,"M","CA","MD","Gastroenterology",0
"1758",1033346382,"F","TX","M.D.","Family Practice",1
"1759",1538258199,"M","MA","MD","Internal Medicine",1
"1760",1801860549,"M","CA","MD","General Surgery",1
"1761",1962625525,"M","CA","DDS","Dentist",0
"1762",1811246978,"F","NH","APRN","Nurse Practitioner",0
"1763",1437101631,"M","MI","MD","Diagnostic Radiology",0
"1764",1043466881,"F","PA","M.D.","Cardiology",0
"1765",1730166737,"M","AZ","M.D.","Emergency Medicine",1
"1766",1609035807,"F","WY","PA-C","Physician Assistant",1
"1767",1356420079,"M","MN","M.D.","Family Practice",1
"1768",1487747366,"M","PA","PA-C","Physician Assistant",1
"1769",1669439857,"M","CA","MD","Cardiology",0
"1770",1124005731,"M","AK","MD","Family Practice",1
"1771",1609051861,"F","PA","D.O.","Internal Medicine",1
"1772",1487875753,"M","IN","D.D.S.","Dentist",0
"1773",1972528750,"M","MO","DO","General Practice",1
"1774",1124169339,"M","MI","DDS","Dentist",0
"1775",1952387722,"F","MN","MD","Obstetrics/Gynecology",0
"1776",1902859630,"M","PR","M.D.","Pathology",0
"1777",1447335278,"M","WA","MD","Pulmonary Disease",0
"1778",1972521987,"F","NY","M.D.","Internal Medicine",1
"1779",1548243959,"M","GA","MD","Internal Medicine",1
"1780",1871517110,"M","CA","M.D.","Anesthesiology",1
"1781",1245332824,"M","TX","DDS","Dentist",1
"1782",1942484431,"F","MA","M.D","Internal Medicine",1
"1783",1194736546,"M","TX","MD","Emergency Medicine",1
"1784",1336242023,"M","TX","MD","Family Practice",1
"1785",1629146881,"F","CA","PA","Physician Assistant",1
"1786",1770637035,"F","PA","DMD","Dentist",0
"1787",1639118458,"M","PA","MD","Family Practice",1
"1788",1164495222,"M","MN","M.D.","Interventional Radiology",1
"1789",1710110515,"M","AZ","D.M.D","Dentist",0
"1790",1023087566,"F","MA","MD","Family Practice",1
"1791",1790803757,"M","IL","D.D.S.","Dentist",1
"1792",1467523233,"M","TN","D.M.D.","Dentist",0
"1793",1093086233,"F","WV","P.A.","Physician Assistant",1
"1794",1013929769,"F","NY","M.D.","Family Practice",1
"1795",1396966925,"F","OH","MD","Internal Medicine",0
"1796",1609092626,"F","TN","RN, APN, FNP","Nurse Practitioner",1
"1797",1952326282,"M","NV","MD","Psychiatry",1
"1798",1407829526,"F","NJ","MD","Infectious Disease",1
"1799",1437464906,"F","LA","NP","Nurse Practitioner",1
"1800",1093787038,"F","CA","M.D.","Neurology",0
"1801",1295046324,"M","AZ","PA-C","Physician Assistant",1
"1802",1144663329,"F","MI","D.O.","Student in an Organized Health Care Education/Training Program",1
"1803",1881665263,"M","CO","MD","Ophthalmology",0
"1804",1104834209,"M","IL","M.D.","Neurology",1
"1805",1760696967,"F","NE","D.O.","Nephrology",1
"1806",1285783076,"M","CA","DDS","Dentist",0
"1807",1336469840,"M","NC","M.D.","Family Practice",1
"1808",1538162268,"M","KY","MD","General Surgery",1
"1809",1386609824,"M","MI","PA-C, ATC","Physician Assistant",1
"1810",1750516472,"M","IN","M.D.","Psychiatry",0
"1811",1437112240,"F","AZ","PMHNP","Nurse Practitioner",0
"1812",1093882953,"M","CA","MD","Family Practice",1
"1813",1508893629,"F","IA","DPM","Podiatry",0
"1814",1225094931,"M","SC","MD","Psychiatry",0
"1815",1710917943,"F","NY","PA","Physician Assistant",0
"1816",1235335472,"F","TX","D.O.","Gynecological/Oncology",1
"1817",1245233485,"M","NV","D.O.","Emergency Medicine",1
"1818",1306133913,"F","MD","M.D.","Family Practice",0
"1819",1831522747,"F","OR","PA","Physician Assistant",0
"1820",1902964836,"M","CA","D.D.S.","Dentist",1
"1821",1225007347,"F","NY","RPA","Physician Assistant",1
"1822",1275616914,"F","IL","M.D.","Internal Medicine",1
"1823",1467432245,"M","AZ","M.D.","Family Practice",1
"1824",1245270529,"F","TN","NP","Nurse Practitioner",1
"1825",1407813090,"F","VA","MD","Family Practice",1
"1826",1477605087,"M","IL","MD","Internal Medicine",1
"1827",1710266721,"M","NY","DDS","Dentist",0
"1828",1467422501,"F","NC","M.D.","Family Practice",1
"1829",1538117015,"M","GA","M.D.","Interventional Pain Management",1
"1830",1992733877,"M","GA","M.D.","Internal Medicine",0
"1831",1558421800,"M","FL","M.D.","Psychiatry & Neurology",1
"1832",1194871244,"M","OH","D.M.D","Dentist",0
"1833",1740441492,"M","OH","MD, PHD","Obstetrics/Gynecology",0
"1834",1538350343,"F","CA","M.D.","Obstetrics/Gynecology",0
"1835",1780615633,"M","MS","M.D.","Neurology",0
"1836",1790726347,"M","NY","MD","Internal Medicine",0
"1837",1447465232,"M","MD","MD","Pulmonary Disease",0
"1838",1659359651,"F","TX","","Dentist",1
"1839",1083704563,"M","TX","M.D.","Hematology",0
"1840",1902081243,"M","CO","MD","Emergency Medicine",1
"1841",1881684801,"M","KY","D.M.D.","Dentist",0
"1842",1679516694,"M","MI","DDS","Dentist",1
"1843",1508830456,"M","IL","MD","Urology",0
"1844",1811016553,"M","MD","D.D.S","Dentist",0
"1845",1396833190,"M","FL","M.D.","Ophthalmology",0
"1846",1326286477,"M","CT","M.D.","General Surgery",0
"1847",1114100047,"M","NY","M.D.","Hematology/Oncology",0
"1848",1306833041,"M","AL","MD","Dermatology",0
"1849",1134156649,"F","CA","MD","Emergency Medicine",1
"1850",1760778542,"M","TN","D.D.S.","Dentist",1
"1851",1386765881,"M","NY","DMD","Dentist",0
"1852",1912055849,"M","CA","MD","Psychiatry",0
"1853",1558463299,"M","DE","MD","Internal Medicine",1
"1854",1164675559,"M","SC","M.D.","Radiation Oncology",1
"1855",1578672713,"F","PA","MD","Neurology",0
"1856",1730140922,"M","IL","M.D.","Hematology/Oncology",1
"1857",1942261078,"F","IA","M.D.","Emergency Medicine",1
"1858",1780830950,"F","OH","M.D.","Internal Medicine",0
"1859",1245488949,"F","MI","MD","Internal Medicine",0
"1860",1386620136,"F","NC","M.D.","Emergency Medicine",1
"1861",1831412964,"M","TX","PA-C","Physician Assistant",1
"1862",1598870032,"F","NC","M.D.","Gynecological/Oncology",0
"1863",1609988039,"M","PA","D.O.","General Surgery",1
"1864",1023053295,"M","NC","M.D.","Family Practice",1
"1865",1376730143,"M","NE","DDS","Dentist",1
"1866",1952563967,"M","IL","D.D.S.","Dentist",0
"1867",1063524023,"F","GA","PA","Physician Assistant",1
"1868",1134201403,"F","SC","M.D.","Ophthalmology",1
"1869",1285721241,"M","FL","M.D.","Psychiatry & Neurology",0
"1870",1881686848,"F","IN","MD","Medical Oncology",1
"1871",1982647400,"M","PA","MD","Obstetrics/Gynecology",0
"1872",1174598742,"M","MA","MD","Internal Medicine",1
"1873",1326075532,"M","TX","M.D.","Internal Medicine",1
"1874",1437385234,"F","MN","D.D.S.","Dentist",0
"1875",1093871915,"F","MO","M.D.","Psychiatry",0
"1876",1720238835,"F","MN","MD","Family Practice",1
"1877",1043555162,"F","CA","DDS","Dentist",0
"1878",1649351941,"M","CA","M.D.","General Surgery",1
"1879",1477879252,"F","NY","MD","Internal Medicine",0
"1880",1346464849,"M","PA","M.D.","Internal Medicine",1
"1881",1265425458,"F","TN","OD","Optometry",0
"1882",1851461131,"M","WI","DDS","Dentist",0
"1883",1467475913,"M","FL","M.D.","Psychiatry",1
"1884",1154382604,"F","PA","MD","Family Practice",1
"1885",1366641011,"F","VA","DO","Family Practice",1
"1886",1013924695,"M","GA","M.D.","Emergency Medicine",1
"1887",1760655203,"M","NY","D.O.","Student in an Organized Health Care Education/Training Program",1
"1888",1356372965,"F","CA","MD","Family Practice",1
"1889",1528131505,"F","GA","NP, CNS","Certified Clinical Nurse Specialist",0
"1890",1043250392,"F","TX","MD","Family Practice",1
"1891",1790825768,"M","UT","MD","Urology",1
"1892",1730113382,"M","PR","MD","General Practice",1
"1893",1417100322,"F","CA","M.D.","Internal Medicine",0
"1894",1568435006,"M","FL","M.D.","Family Practice",1
"1895",1538196795,"M","CT","M.D.","Family Practice",1
"1896",1851301451,"F","IN","MD","Dermatology",0
"1897",1558344259,"M","NC","MD","Internal Medicine",1
"1898",1316093206,"M","CA","D.D.S.","Dentist",0
"1899",1265616882,"F","OH","M.D.","Dermatology",0
"1900",1659588283,"M","NJ","D.D.S","Dentist",1
"1901",1922320696,"F","NY","PA","Physician Assistant",0
"1902",1982604468,"M","NY","MD","Internal Medicine",1
"1903",1487622692,"M","TX","MD, FACEP, FAAEM","Emergency Medicine",1
"1904",1427152909,"M","ND","D.D.S.","Dentist",0
"1905",1750362430,"M","NC","M.D.","Cardiology",0
"1906",1487676706,"M","IN","MD","Family Practice",1
"1907",1194797902,"M","IL","M.D.","Emergency Medicine",1
"1908",1316251275,"F","CA","M.D.","Physical Medicine and Rehabilitation",1
"1909",1467871780,"M","HI","D.M.D.","Dentist",1
"1910",1265518138,"M","MI","MD","Medical Oncology",1
"1911",1841416872,"M","NE","M.D.","Internal Medicine",1
"1912",1366476814,"M","GA","M.D.","Obstetrics/Gynecology",0
"1913",1497043103,"F","MI","D.O.","Emergency Medicine",1
"1914",1932101516,"F","NJ","","Internal Medicine",1
"1915",1255619367,"F","NY","FNP","Nurse Practitioner",1
"1916",1447264031,"M","MN","DPM","Podiatry",0
"1917",1841547361,"F","NY","FNP-C","Nurse Practitioner",1
"1918",1831240795,"M","OH","DPM","Podiatry",1
"1919",1174517668,"F","MD","CRNP","Nurse Practitioner",0
"1920",1609892660,"F","CA","PA","Physician Assistant",1
"1921",1548432974,"M","NV","M.D","General Surgery",1
"1922",1609804913,"M","TX","M.D.","Physical Medicine and Rehabilitation",1
"1923",1144234261,"F","TN","DDS","Dentist",1
"1924",1841423852,"M","WA","M.D.","Family Practice",1
"1925",1689628596,"M","MI","MD","Family Practice",1
"1926",1255506515,"F","AZ","PA","Physician Assistant",1
"1927",1710089651,"M","VA","O.D.","Optometry",0
"1928",1356309041,"F","CA","MD","Endocrinology",0
"1929",1407877384,"M","FL","MD","Cardiology",0
"1930",1427130566,"F","FL","M.D.","Internal Medicine",0
"1931",1457337065,"M","NE","DDS","Dentist",0
"1932",1407867138,"M","PR","M.D.","Neurology",1
"1933",1467689067,"F","MI","D.D.S.","Dentist",0
"1934",1417980558,"F","GA","M.D.","Family Practice",1
"1935",1699711663,"M","NY","M.D.","Urology",1
"1936",1417040189,"F","ND","MD","Family Practice",1
"1937",1538114624,"M","FL","M.D.","Internal Medicine",0
"1938",1225293764,"F","FL","ARNP","Nurse Practitioner",1
"1939",1225161409,"M","NJ","D.D.S.","Dentist",0
"1940",1245387141,"F","NJ","APN","Nurse Practitioner",0
"1941",1780771832,"M","CO","MD","Orthopedic Surgery",1
"1942",1790724987,"M","PA","DO","Family Practice",1
"1943",1639156086,"M","FL","MD, PHD","Ophthalmology",1
"1944",1427078054,"M","NY","MD","Family Practice",1
"1945",1659465615,"M","NY","M.D.","Psychiatry",0
"1946",1932319159,"F","CA","APRN, BC","Nurse Practitioner",0
"1947",1700860632,"M","MI","DO","Family Practice",1
"1948",1336206788,"M","CA","DDS","Dentist",1
"1949",1730257346,"M","CO","","Dentist",1
"1950",1538193230,"M","TX","M. D.","Ophthalmology",0
"1951",1710006028,"M","IL","DPM","Podiatry",0
"1952",1629077557,"M","TX","MD","Obstetrics/Gynecology",0
"1953",1699784892,"M","CT","DMD","Dentist",0
"1954",1023051315,"M","IL","MD","Dermatology",1
"1955",1912068321,"F","NV","PA-C","Physician Assistant",1
"1956",1841279627,"M","NY","M.D.","Gastroenterology",0
"1957",1225096548,"M","LA","DDS","Dentist",1
"1958",1659787752,"F","FL","DDS","Dentist",1
"1959",1710978903,"M","SC","MD","Urology",1
"1960",1609801687,"M","FL","D.P.M.","Podiatry",1
"1961",1568802486,"M","SC","MD","Internal Medicine",0
"1962",1164599072,"M","CA","MD","Otolaryngology",1
"1963",1649276452,"M","MD","MD","Orthopedic Surgery",1
"1964",1619088606,"F","LA","M.D.","Preferred Provider Organization",1
"1965",1962528471,"F","NY","F.N.P.","Nurse Practitioner",1
"1966",1427073816,"M","NY","M.D.","Obstetrics/Gynecology",0
"1967",1811912769,"M","PA","M.D.","Emergency Medicine",1
"1968",1659562395,"M","PA","M.D.","Family Practice",1
"1969",1740271162,"M","MI","DO","Orthopedic Surgery",1
"1970",1902124266,"F","MI","PA-C","Physician Assistant",1
"1971",1508973447,"M","AZ","MD","Hematology/Oncology",1
"1972",1194778589,"M","SC","M.D.","Endocrinology",0
"1973",1265436752,"F","AK","ANP,BC","Nurse Practitioner",0
"1974",1952359788,"M","TX","MD","Orthopedic Surgery",1
"1975",1609876747,"F","MA","M.D.","Internal Medicine",1
"1976",1154512374,"F","MI","P.A.-C","Physician Assistant",1
"1977",1033227574,"M","OR","MD","Psychiatry",1
"1978",1588998470,"F","TX","ARNP","Nurse Practitioner",0
"1979",1386685824,"F","PA","M.D.","Family Practice",1
"1980",1053335281,"M","NC","MD","Internal Medicine",1
"1981",1215135553,"M","MI","D.O.","Emergency Medicine",1
"1982",1073536934,"M","PA","MD","Internal Medicine",1
"1983",1821382748,"M","SC","M.D.","Psychiatry & Neurology",0
"1984",1063403988,"M","WV","M.D.","Cardiology",0
"1985",1700188844,"M","NY","M.D.","Psychiatry & Neurology",0
"1986",1821438235,"F","KY","APRN","Nurse Practitioner",1
"1987",1881704054,"M","FL","M.D.","Family Practice",1
"1988",1164471132,"M","KS","D.D.S.","Dentist",0
"1989",1871581421,"M","FL","MD","Obstetrics/Gynecology",0
"1990",1023109899,"M","IN","MD","Cardiac Surgery",1
